generation,bestFit,avgFit,worstFit
1,107.19125919040249,185.78026748051155,266.8268635344318
2,82.77649188856485,147.02263815105022,213.69802193627865
3,72.38809411071038,136.3928855524683,222.32853217219932
4,63.15240118965168,128.56205248551086,212.0496568877376
5,56.40191159965804,122.0158441674486,212.75934013244446
6,50.56205208632279,118.05648701212617,209.904383043291
7,46.569639351575304,115.78019464219182,207.4040162971253
8,42.531194563174466,111.4693018117593,199.6091044653244
9,39.33230308655185,109.7188962702851,202.37031275582743
10,37.05659479759017,105.09950066269987,198.10374330819639
11,34.885140159462985,104.68484512353444,198.76608491101948
12,33.36535091062483,99.75671944712752,193.77865797553008
13,30.754766814872937,97.73493099811512,195.49676916808406
14,29.06619733840937,94.96407681539883,195.01377155324957
15,27.90633491036725,92.20243230997868,193.83387335073718
16,27.164567144742833,88.18267253337397,187.828403204409
17,25.20602577897166,85.86878484257458,185.13852184595717
18,24.317389679431148,82.71747963834804,184.43434873752813
19,23.27864810872259,81.36721540557106,182.91444443938266
20,22.592496167428422,75.7702575604451,177.5826518875032
21,22.092635255137047,74.47833894579568,178.52227251232273
22,21.680105761113904,73.93271738789534,180.5343359124422
23,20.752010537041883,69.47031391900974,168.15652171365815
24,19.97363214571565,67.95419568610039,169.72913198294427
25,19.536049178710236,67.51065880023637,174.15023659917057
26,19.113819667643348,63.18413590593705,172.3734257830274
27,18.508821213355866,64.17524735125922,176.16709878850853
28,17.88278759467529,59.549060674254456,166.05895356755565
29,17.451867025465887,59.40450081106586,172.10845213041634
30,16.91925199097763,56.79805816733645,170.95409513612134
31,16.602876446578435,57.26284869483975,175.13547834657254
32,16.41952419339511,55.69732577290119,167.01742135404285
33,16.141124884587178,54.456141152219544,173.46633942044667
34,15.939961882662848,53.69080920249769,161.37823074860998
35,15.801906076986175,52.56764441828856,166.00279156708856
36,15.576885406702926,50.31625656599037,160.35666193556645
37,15.497608238029994,48.921597892464625,155.2599523948572
38,15.212946840099834,46.85849076245609,154.1216458421715
39,15.069402153375854,46.40047094644966,155.85607043811513
40,15.022656632531715,44.481950307503844,152.16280687214257
41,14.948252246011638,43.30765517344089,142.75066322707525
42,14.87112599820834,43.28502498305097,149.49897018193133
43,14.756081092464964,43.064345827042864,145.69722088355155
44,14.693785196687937,41.717829269609844,152.59529207855812
45,14.614596260326756,40.51501116931577,147.72133506694354
46,14.366649714439966,42.10727109102001,149.6016078610085
47,14.268443815003796,41.82938816697094,149.83733803722868
48,14.148817931660481,41.755864981040126,152.18659804605062
49,13.905629262119428,42.89331589429842,149.86957603316856
50,13.85868992953243,40.24353082693977,149.09079700148055
51,13.766393957878845,40.963634346035036,143.58898792235166
52,13.710457138918903,39.57991527579476,147.44209870714252
53,13.663799770564339,39.67965636858163,147.38349688429085
54,13.621571248274854,37.98429673412999,145.79813617112595
55,13.595882647773973,39.33176058923808,147.4691918268587
56,13.43469575201966,37.236181062886075,143.97841973241813
57,13.398452731693254,37.244650849893986,142.62578416765592
58,13.380385901188697,35.744475706065124,138.88983332901228
59,13.271168899235166,36.49035599675854,139.80716884657232
60,13.179954746166368,37.333068953705975,137.56278856298943
61,13.158420646352523,36.019041878465245,137.64630243385076
62,13.102441442272283,35.37576290317055,143.25354408985305
63,13.078039401892205,36.27883788117113,146.34932029165608
64,13.054187716504716,34.83650958986936,146.6033434924266
65,13.008669622017363,34.532884439856744,140.38536772620452
66,12.964066339238947,33.13642184159803,137.9120211741968
67,12.880408760856037,34.97582818244148,144.91526206659455
68,12.8613618493533,33.55239434950055,138.3448743181
69,12.854989775085611,34.39951766869716,141.84709558191972
70,12.820934773961874,33.60082975217959,141.97441729147945
71,12.7953740405107,32.62785149257192,134.85003557787928
72,12.715581680373266,32.31575586523869,136.58087629373415
73,12.691217878708347,32.92639012508379,142.9969590205473
74,12.674544182653682,32.83441847801064,140.91931855678905
75,12.62843024386279,32.323273597284214,137.74605171835532
76,12.608849300000168,32.65430132161944,136.67830411259598
77,12.536303661302185,32.26665396301343,134.61138893957207
78,12.489432509105335,31.711240481688023,130.6040985943154
79,12.369933572493212,32.93085357950433,134.2860880419867
80,12.299526366074742,31.605448461060103,138.50488226593706
81,12.288790858810366,30.86030470503942,126.84845199618368
82,12.270877407743153,30.12132540396574,133.88163883449366
83,12.147629913419879,29.94478955708495,130.26830960181806
84,12.112964382898165,28.963345055324744,127.00694732527037
85,12.089036838580737,30.00068775926867,134.6193289702608
86,12.060491396356149,29.012402245472614,129.19551238827378
87,12.01866606679708,28.58631115104363,129.74786938739953
88,11.997973995646456,28.908996026647653,129.95977506843238
89,11.956877482559662,28.97648651676897,137.42014668156634
90,11.953605546256796,30.296059278316523,138.4095343598368
91,11.948315848076076,28.411546167164964,131.80122160423755
92,11.898046752008147,28.878462339898807,134.5104780268189
93,11.867301755901492,27.550821897253215,125.47380706716906
94,11.85225090815552,29.146468747851042,126.4887535010183
95,11.851706649348415,28.837311518149964,129.80748065486188
96,11.85069993796674,29.06456295139052,131.89920555971713
97,11.84940815998066,27.02968777484741,126.65178297558006
98,11.846104690172744,28.07045391297389,135.01122236229347
99,11.844911214346306,27.403884985380536,122.14151385140985
100,11.838695110444482,29.175672347647478,134.59451638790327
