generation,bestFit,avgFit,worstFit
1,80.17989845565005,169.4248737647089,265.6519261091058
2,76.96550785739119,163.21636366940842,249.83276638519686
3,70.63258199992816,157.63694843779876,244.55739813241786
4,66.8620997925004,152.54284359826266,233.4047989495164
5,62.20316262273228,147.86676629601664,229.2853223022539
6,57.48500541696779,143.49644935231058,225.6441825152409
7,53.08250890649696,139.37508871876057,217.50480242047973
8,48.007755582880485,135.4899500969286,218.87449836954616
9,43.19322018593201,131.79849282653896,217.5639727163794
10,40.46505209934637,128.30140158067664,213.78523156651073
11,36.450633032771734,124.93072651177106,211.41967592295924
12,34.427071867642034,121.7177354540457,209.94580060032246
13,32.417198972746995,118.6398397870796,206.7864789676746
14,30.312976492974723,115.68729705295615,201.6572939325432
15,27.845454502331403,112.86288422413013,200.57201966123532
16,25.861727013816672,110.12977871856427,195.7613759804768
17,24.879671309636322,107.53081491770514,196.8133523718305
18,22.92806210988535,105.02463156337689,198.73942843969553
19,21.590294905920963,102.62048808166645,189.15799358550228
20,20.180428043115942,100.32611852862335,185.2852297017898
21,19.15758080734507,98.12483598224392,190.1733847683897
22,17.9372297559652,95.99961143623543,188.17597194337495
23,17.302714784743564,93.96996918684216,190.270578754016
24,16.747924838905544,92.02270044727314,188.84800829086245
25,16.228228679536663,90.15879442402976,190.7019499261637
26,15.659708574666276,88.37512855883014,187.76863038195216
27,15.046570769300244,86.65642617517018,182.80590138481395
28,14.438049986037552,85.00449695756922,183.59639709644065
29,13.522026327235126,83.42149732055564,178.2600693473008
30,12.893544551259208,81.91010677591656,178.28154486941108
31,12.320195493221323,80.45376701431283,188.17958327057767
32,11.722341080775767,79.05768660386452,187.80125392199892
33,11.103948636676375,77.71075288761003,186.9775696767411
34,10.869524719892963,76.41690910370639,178.22711595414285
35,10.235798814818686,75.17978370131965,181.03539195502927
36,9.930741707229824,73.9888014077829,183.2029800127271
37,9.604468046668368,72.85282796580061,176.67236538487168
38,9.246207655613283,71.75611365656965,176.4121283433399
39,8.819706464449954,70.69074298357,173.6759455737403
40,8.68782399108057,69.66755225979631,182.73112992074326
41,8.473497764855656,68.69187967027334,173.1533936216043
42,8.245248417232895,67.74666367032007,178.9135388483613
43,8.039103735845035,66.8323780923935,184.58838792324767
44,7.903230362174069,65.93906279345907,177.4390315032083
45,7.705941706232376,65.08236925031413,175.03648036211598
46,7.482998216869062,64.25227177481716,177.72651202319324
47,7.313126049032211,63.4519361383628,175.46861397799643
48,7.063656852475674,62.685505627042254,175.6566072022534
49,6.935843430418074,61.935462780841355,175.01700686782866
50,6.729002588834075,61.21171159301903,179.1834365271252
51,6.6880456063746045,60.5096684402673,171.6967480645209
52,6.446516921906639,59.82655555809254,175.3236701411929
53,6.2973581053919245,59.17020674261203,171.05548292470158
54,6.145607107198328,58.53357563200903,171.70177683958505
55,5.973474230905184,57.91311754444608,176.87632217918764
56,5.842479014993299,57.31314593229902,176.0549542292857
57,5.714079271653772,56.7319426184331,175.2171620745477
58,5.637748710497127,56.16933114177528,173.60758177583003
59,5.558460381496718,55.624645744176654,173.301350508761
60,5.4610103050317385,55.100595030272466,171.41590065565927
61,5.368381061567118,54.58086801382163,174.61519222351393
62,5.159477495102657,54.0801824181621,173.27148141821903
63,5.112379260904039,53.586952670026776,171.3355914913864
64,5.012028425285091,53.10653307593027,168.15331713623098
65,4.991975001232075,52.639112325408014,173.3192633031774
66,4.92569770992667,52.1835087583444,175.24916182222177
67,4.797210753975404,51.73890456836661,174.45727729248665
68,4.746267647613851,51.30992438249045,172.1529442023242
69,4.553737141690754,50.89509526256487,176.97944387577462
70,4.510105505838971,50.48930922081206,173.59565368862067
71,4.410556631201588,50.09117069769981,175.07346898756063
72,4.405160830317797,49.70306753092055,174.5221272635501
73,4.305483363926774,49.32221859011718,177.36404643595623
74,4.2087813046819,48.95179139466279,172.48230596347403
75,4.099510220259214,48.59102495451289,175.26373164099294
76,4.000743111782046,48.23943847960452,174.59785644339865
77,3.951079221109346,47.895395847773536,168.0682244977945
78,3.8959738475540475,47.56430892305277,173.10314897599056
79,3.7983951128429156,47.2363333110353,171.92500319890058
80,3.726713283372142,46.91917383894708,172.036316864174
81,3.683134412396002,46.60248330752583,175.23090495765967
82,3.5989114695148103,46.29218365687988,170.92360584190138
83,3.5535934829688665,45.98564021409502,172.5531184260008
84,3.471174201829189,45.68910418210564,178.29241888426395
85,3.3825367806923734,45.399328138250205,171.1590402831431
86,3.3558626827350806,45.117254425635615,171.4228686479347
87,3.194731172423135,44.83752289847718,172.26829120467636
88,3.1431601721287574,44.564037351369805,174.3347899473948
89,3.129304366361011,44.29801507134103,177.74458220197104
90,3.073493193416594,44.03288921695968,177.54768270456668
91,3.053605523948492,43.77360192867814,172.80873733626805
92,2.9935983341603367,43.518201527796386,169.87117071254758
93,2.992690248166376,43.26806583324035,168.26965284405838
94,2.9677512024592096,43.02448973007577,169.32852454348867
95,2.8990174556084107,42.786179113331166,172.4330329633905
96,2.8474879357243053,42.55360609536676,174.97066553310282
97,2.8350093161446313,42.324609098711974,174.6776366715335
98,2.8110604129579193,42.09948286178942,176.07343639974724
99,2.7999578685391167,41.87995224229944,176.30178306635713
100,2.771981503410883,41.66246156750858,171.41807153216362
101,2.736855111952851,41.449451933301354,175.05749180832677
102,2.6701242966548695,41.239581686448226,171.6606605911891
103,2.6044966753608936,41.035852069851074,174.83718336440765
104,2.5739244726472124,40.83295911806956,172.8128836816101
105,2.54297799886047,40.63532021760029,172.50099346366719
106,2.5294443032568115,40.44180152376837,172.33047226133732
107,2.5062779775232604,40.250568730790675,176.13254441129084
108,2.3994764427011748,40.059978626819934,166.0522949556045
109,2.3797830855484787,39.87636525796419,176.39135987172884
110,2.357349563063897,39.69241161822406,175.86519271567556
