generation,bestFit,avgFit,worstFit
1,86.70093853620784,185.37434992808085,288.9415182990957
2,85.15289126712119,244.0481485988126,299.6519672092835
3,84.33033216079029,274.17982149594405,306.43834455308956
4,84.33033216079029,280.9216858030203,304.8566334378722
5,84.33033216079029,283.70507491850384,303.0133764159383
6,84.33033216079029,281.3837077895826,303.4578019897138
7,84.33033216079029,285.79198263932864,300.4770550631409
8,84.33033216079029,281.4891698404193,302.6502408953068
9,84.33033216079029,286.3242448085994,302.2214221027196
10,84.33033216079029,285.491625506835,303.08043088083195
11,84.33033216079029,283.5572783280985,301.42053740962086
12,84.33033216079029,281.2390180455833,303.7792230205089
13,84.33033216079029,284.8919245282133,302.70188751887406
14,84.33033216079029,281.4921853486486,302.35118835178065
15,84.33033216079029,283.2904058344861,301.83894287352257
16,84.33033216079029,282.21646212166047,302.5234776289122
17,84.33033216079029,284.1633476185396,302.12710780724353
18,84.33033216079029,283.598215118994,303.04660804904154
19,84.33033216079029,285.69794064842876,300.1589170067375
20,84.33033216079029,284.3881440115884,303.0312286722387
21,84.33033216079029,284.90940679892543,301.1955809386857
22,84.33033216079029,283.78381800057383,305.272913978467
23,84.33033216079029,284.5755860284,300.8667906917798
24,84.33033216079029,281.31500318229047,304.4944091159046
25,84.33033216079029,282.02799872713916,300.67368900298396
26,84.33033216079029,282.779082294827,302.3568462165429
27,84.33033216079029,283.8997533756523,301.25384887033397
28,84.33033216079029,283.13149911883454,304.08101601721324
29,84.33033216079029,282.93033141423257,301.09034705213537
30,84.33033216079029,279.73970757589996,304.42246343231267
31,84.33033216079029,283.00560730385376,303.09409601694637
32,84.33033216079029,282.6474615610156,304.42515626183155
33,84.33033216079029,286.03335639475256,301.63917831762893
34,84.33033216079029,280.935002238771,303.35708315180517
35,84.33033216079029,285.51898121000534,301.96757717878
36,84.33033216079029,283.30561109098176,301.67731941433595
37,84.33033216079029,284.4628408132793,301.85881288430465
38,84.33033216079029,282.85795641724127,302.3257574576836
39,84.33033216079029,283.4463350194377,299.5470399869064
40,84.33033216079029,283.0148216241643,302.8229026464321
41,84.33033216079029,285.91469951158007,300.52204119168954
42,84.33033216079029,283.3472758697844,302.2928271005746
43,84.33033216079029,282.97247727159305,301.25170572523746
44,84.33033216079029,283.37871080436514,302.0996250468563
45,84.33033216079029,284.8029143452282,299.8775150107323
46,84.33033216079029,283.0110278061314,302.4115964153834
47,84.33033216079029,284.782279176937,299.5976672478755
48,84.33033216079029,281.2167930872092,302.5268723055035
49,84.33033216079029,283.807299291569,301.9834921003964
50,84.33033216079029,281.74359671162296,303.67532036144877
51,84.33033216079029,284.6856660018181,302.35865323013957
52,84.33033216079029,284.0340526910974,303.3575315274845
53,84.33033216079029,286.16447655595135,300.51056921863375
54,84.33033216079029,282.05587398974006,301.4370343571519
55,84.33033216079029,285.91284999894805,302.0904495005325
56,84.33033216079029,283.44149212439976,303.4363837211979
57,84.33033216079029,284.7173663849527,301.1055121938128
58,84.33033216079029,283.8920193779937,303.27166432193746
59,84.33033216079029,283.6696817969248,301.8354258327825
60,84.33033216079029,283.37794195800865,302.7349584754468
61,84.33033216079029,285.0249087410576,301.2625501686702
62,84.33033216079029,282.8546285825076,303.6150696360202
63,84.33033216079029,285.1066220455533,302.1343915071772
64,84.33033216079029,282.2997617826003,301.57398394723276
65,84.33033216079029,284.59401687081333,303.0792817656883
66,84.33033216079029,282.2986340945789,303.8277761754027
67,84.33033216079029,283.92871247169165,301.14094847003287
68,84.33033216079029,280.3511964303603,303.6791365132436
69,84.33033216079029,282.1250493508954,301.7819445052968
70,84.33033216079029,281.7984255624875,303.4011900439069
71,84.33033216079029,284.2254882340603,302.1892793885194
72,84.33033216079029,283.31064407081607,302.466265814874
73,84.33033216079029,285.71782982694043,300.52128988987494
74,84.33033216079029,281.91857096100114,302.4653152056691
75,84.33033216079029,283.72394999766425,303.0814501367823
76,84.33033216079029,282.7536136171372,301.243076782074
77,84.33033216079029,284.8241674986248,301.40103628574263
78,84.33033216079029,285.8234000070866,302.1847760604784
79,84.33033216079029,282.27845745852784,301.1375571624352
80,84.33033216079029,282.7954633301066,303.83361086585984
81,84.33033216079029,284.3700859358922,301.32398838101983
82,84.33033216079029,281.42363178803737,301.4261878445122
83,84.33033216079029,282.4457315364799,302.6984342647789
84,84.33033216079029,282.4890598667416,303.6780636319336
85,84.33033216079029,285.29280410999513,302.70778603468494
86,84.33033216079029,283.0027270870788,300.88058934683454
87,84.33033216079029,284.5952754955115,301.7560532552131
88,84.33033216079029,284.5543150656946,303.29926483809453
89,84.33033216079029,282.7807715007489,301.8796015898746
90,84.33033216079029,282.4448959851828,301.849731622514
91,84.33033216079029,283.64075060584105,300.7792269606585
92,84.33033216079029,282.34809134401155,302.5733467441167
93,84.33033216079029,283.4347082972432,302.4844338752092
94,84.33033216079029,281.01017107126785,302.2930414546791
95,84.33033216079029,284.1243629929169,301.131318562898
96,84.33033216079029,283.2524502769296,302.88390484183316
97,84.33033216079029,284.34375831008725,301.1386665896317
98,84.33033216079029,283.5688683136877,303.57297593110815
99,84.33033216079029,285.7752549905645,301.75260733815594
100,84.33033216079029,282.54315599928384,303.403453047416
101,84.33033216079029,284.21700211747464,301.1705088463285
102,84.33033216079029,282.49872644221074,302.55653263753464
103,84.33033216079029,283.36408994138895,301.9446788890801
104,84.33033216079029,282.8168954229829,303.0636934478849
105,84.33033216079029,285.2563029388721,300.135497897132
106,84.33033216079029,284.563137090198,303.6996732536271
107,84.33033216079029,284.7792512230791,302.6134740226193
108,84.33033216079029,282.79456916733966,303.1123757090349
109,84.33033216079029,285.24233199184414,301.2692271626451
110,84.33033216079029,283.91867705648195,302.2614800507418
111,84.33033216079029,283.79248008341614,301.9501467756431
112,84.33033216079029,283.9416225434462,301.8195171885115
113,84.33033216079029,283.85492365379844,300.26342721449316
114,84.33033216079029,283.0205290207125,303.095738327855
115,84.33033216079029,284.3699473186491,301.54293259132373
116,84.33033216079029,283.87093262075734,301.9841502620798
117,84.33033216079029,285.28046548057785,301.8551171577528
118,84.33033216079029,284.65976831282995,302.0720999526258
119,84.33033216079029,283.35023443789515,302.337954613877
120,84.33033216079029,283.00156637030494,301.2720883273386
121,84.33033216079029,282.06156422607216,302.18061320944526
122,84.33033216079029,284.4779390758665,303.6848006972428
123,84.33033216079029,283.8144116128858,302.9498042483308
124,84.33033216079029,283.12627295726276,302.63230563225585
125,84.33033216079029,283.4655883914069,301.50152813134275
126,84.33033216079029,279.41798557569945,303.3803756511662
127,84.33033216079029,283.30111418860446,302.3853135201078
128,84.33033216079029,283.13338830764394,303.20448407007433
129,84.33033216079029,284.02029522202366,303.6390810864331
130,84.33033216079029,284.6686154127886,302.9186130500821
131,84.33033216079029,284.1099558992432,302.3737302633795
132,84.33033216079029,281.8797013609199,302.58436237514036
133,84.33033216079029,284.2104857707793,301.51016120443734
134,84.33033216079029,283.630941136206,301.53467447563315
135,84.33033216079029,282.40641072587533,301.77807631570266
136,84.33033216079029,282.6960565747913,302.9091732900228
137,84.33033216079029,284.05200328414173,301.64024096668084
138,84.33033216079029,284.2244457446559,302.6226337333906
139,84.33033216079029,285.4373089022209,302.09891504367266
140,84.33033216079029,285.70336398842846,303.5608810465136
141,84.33033216079029,283.97068002407394,302.0437962334635
142,84.33033216079029,281.780001027013,301.9350389313028
143,84.33033216079029,284.37695965938616,301.40796022697054
144,84.33033216079029,284.21510342696075,301.80158456363245
145,84.33033216079029,283.26751613032326,302.71235519420094
146,84.33033216079029,282.76854608300863,302.25602597224866
147,84.33033216079029,282.9597414922331,301.93700470254686
148,84.33033216079029,283.68087825756623,301.2606331825781
149,84.33033216079029,283.5765667327981,302.2921874304346
150,84.33033216079029,285.74075772364756,301.70252141254764
151,84.33033216079029,283.96427242616596,300.91854747644544
